  679.768  -2707.87   -742.81   37.3578   407.519   153.446  -411.285  -256.339   343.888  -22.1643   401.771   280.116   258.919   283.897   276.066  -295.788  -161.691   31.6013  -26.4107   121.428  -138.207  -113.964  -186.167  -1.80884   7.28266    88.981   237.548   129.207  -15.3998  -61.2492   344.747  -94.6044     127.8  -236.815   38.5496   74.6096   163.411   201.875   -51.109  -161.835  -174.518  -200.421   62.1163   104.478   147.847  -278.684   -151.06   93.6514   100.914  -224.366   84.7714  -43.6507  -199.893   96.8008   52.3177  -91.7915  -236.194  -205.426   197.457   57.4932   -210.78   190.007  -59.2565   7.28189   -80.769   75.4739   108.921   7.24704  -1.91878   115.117  -35.1097  -9.91777  -103.839   40.6213   195.351  -13.0219   -118.69  -30.7902  -144.796  -184.984   -106.36 -0.410734   60.1446   6.17672  -15.3121   27.7676   119.597   100.795  -101.769   28.8901  -175.888    21.632   69.5834   96.6665   1.40458   -17.223   7.15214  -55.6834   16.0427  -40.6164   31.9306   6.98167  -100.438  -71.6586   -117.34  -91.2492   45.7474  -34.5739  -54.2577  -143.539   65.7919   61.5835     92.72    171.89   21.3052   25.5245  -46.6797   19.6988   12.7726   17.6958   173.449   29.5571  -15.1954  -24.0075  -43.7722   81.5968   67.2545  -39.6306  -14.8236  -6.96186  -99.0974  -31.3841  -87.7665    55.479  -32.7311   28.1267   51.2563  -97.0736  -56.4247   15.8486    75.796  -68.1849   -80.377  -121.153   10.6898  -18.7837  -61.7777   25.9441  -69.2595   60.9265  -4.62274   -43.695   9.16538   6.07309  -41.9697   25.0488   96.7765    -34.28    36.114   17.9089  -79.3573  -66.9705   61.1329  -128.895  -6.27544   14.3253
  -1843.7   -108.39   438.482  -738.725   619.897   140.679  -199.842   -616.29  -278.992  -159.608  -59.0741   180.246   47.0253  -57.2587  -41.0247  -191.798  -249.088  -173.865   20.0191  -76.0232   153.713  -36.3759   78.9829  -139.704  -83.9121   120.427   44.9864  -44.4667  -32.5286   22.9106   116.356   71.5854   98.5226  -10.7563   14.7766  -137.652   1.59258    -53.36     76.61   129.535  -26.6804   28.4432   4.07688  0.326242   63.1051   -40.206   70.5374  -77.7694 -0.628803  -64.2576   11.9967   -86.813   41.4903  -83.1065   22.0839  -65.7456  -28.6736  -8.52285   -63.645   105.494   76.0808   11.5023   59.9936  -20.1695  -32.9654   27.2742   37.3933  -68.2789   15.8063   22.8133  -9.09033  -57.1946   122.635   17.6046   5.75659 -0.258444   41.7629   -54.197   6.17916   44.6312   13.5837  -18.6339  -14.6923  0.837423  -38.4508  -36.4571   20.6382   40.1318  -46.5893   4.57266  -35.5547   23.6522   25.0845   5.77905   -26.379  -45.7902  -30.9587  -15.6911   5.73941   36.6209  -18.6375   6.51418   6.55745   6.76902  -36.9968 -0.328223    1.3624   15.2997   20.1749  -36.6102  -11.1534   6.04671  -9.83725  -13.5127   6.03796   -5.9983   35.6781   57.3786  -3.97989  -44.5307   13.9436   19.8623   32.5633  -8.05353    11.097   14.0983  -8.48339  -8.52392   6.22565   11.3036   25.2271  -32.9861   26.0611  -15.6069  -28.9789   6.39386    5.9187  -38.0342   29.1071    18.394  -11.8711  -11.1138   2.10342   29.6205   4.49534  -32.9061  -12.1544   -7.1463   -18.386  -9.54858   15.0507   16.7806  -1.33063  -14.0554   10.7632   19.8817    6.7023   16.0791  -23.5077   4.56549   11.3576   -21.383   15.8009  -23.8017  -8.26626  -2.94404
 1597.15  101.972  1298.44  581.124  216.126 -30.9115 -483.918  652.378 -244.463 -126.248  -201.41  211.071  143.754 -65.6996 -381.298  658.316 -104.107  264.873  -27.556 -251.577  47.1922 -340.661 -172.274 -281.115  52.4875  171.687 -145.486  70.9541  8.10223  233.399  154.859 -211.637  159.562  207.869 -172.166  38.6013 -297.539  149.628 -45.0269 -65.9825  101.193 -93.1975  3.23315 -151.648  64.6536  110.305  55.5035  11.9548 -95.7666 -25.1642  76.8955  122.852  101.958  80.0154 -247.455 -92.7575 -12.8416  73.5344 -72.5453  11.0551 -46.8892  59.1159  -121.66 -99.3065  10.6692 -45.5168  95.6289   131.95  -101.38 -13.8182 -74.5452 -52.4291  66.6657  40.9429  46.7417 -69.7752 -42.2947 -64.5271  76.0538  53.1977 -79.5033 -1.72077  41.9775 -89.5108 -1.25213 -99.5283  32.9421  111.827 -20.6703  42.8625  80.2452  182.889  49.9779  86.4651  50.2624  13.5821  23.7022  71.0238 -113.998  108.708 -40.3724  15.7251 -33.3502  28.1349 -81.6634  125.347 -87.4667 -77.6353 -77.8386  9.87751  -38.017  90.0686  77.0681 -38.8663 -40.7525 -39.7658 -18.8842  90.9123 -24.3243 -62.4059  99.3369  5.95678 -39.8273  61.9542 -137.904 -60.3253  39.9972  59.2626 -101.978  27.1178  34.8973  -14.895  48.9205 -48.7202  16.3042  49.8097 -84.1435 -138.202  15.5873 -17.5966  1.61932 -63.6751 -39.5976  -45.457  92.6299 -42.5035 -1.23253  -9.3462  53.7575 -26.5933  46.7354   21.337 -14.7907   5.8003 -51.9893  54.8183  24.8541 -2.91187  24.9363 -1.88888  63.6679  40.2525  47.3269 -49.3266  16.0332   63.355
 144.502 -616.441  663.687 -438.674  350.174 -146.098  79.8181  -57.703  449.553  99.5537 -112.056  242.848  346.836  154.605  169.192 -210.123  62.4095   13.254 -141.388  -168.69 -147.004 -162.529  26.4177 -102.316 -141.014 -303.577  72.0061  93.7536  38.0653 -49.4184  76.8578  64.0648    201.9  71.8531  74.7778  17.3144  168.354 -101.848 -115.302  41.3222  142.082  73.3263  101.678 -43.7634 -112.052  43.7533  227.967 -53.3635 -38.3068 -30.5846  6.38354  87.7084   55.652  52.4696  129.206 -28.3715 -58.0899  88.7977  92.3536  36.0245 -107.252  76.2427   84.552 -62.9088 -168.562 -50.1787 -40.8847 -74.1295  97.2344  39.0436 -29.6748 -73.4607 -107.414 -119.652  79.4374 -26.2784 -11.4412  38.7049  59.5863 -22.4533 -14.3126 -33.8179  -49.916  25.2335  54.0547 -42.4801  31.2355 -14.8293  -32.017 -61.3836 -74.6418  50.8872 -52.6011   6.9787  34.6942  5.85039  17.7941 -23.3646 -28.2727 0.463382 -74.5057  70.0414  127.044 -11.6771  156.532 -66.8503  14.7365 -33.6035  44.7217 -0.10755 -85.3132  35.6503 -11.7518  55.1138  8.28373  35.8393  16.7803  42.5133 -33.2891 -24.6168 -54.4089  17.8088 -2.50315  -80.523 -17.6086 0.127004  22.2459 -28.7417 -31.2453  55.8591  10.0163  20.2863 -39.3733  56.6383 -21.6644 -60.2917   3.0685  26.9282  54.9652  40.3516 -25.8324  56.2205 -1.48395  44.2923  13.6085 -6.98172  57.1238 -33.4522  42.5333 -17.8146 -22.6832   32.965  -51.911  42.9972  69.3252 -12.5547  -51.113 -35.1758  51.1983  66.5437 -2.81137  31.7668  23.3626  10.8275  -68.147  50.2762
  1705.99  -1106.87   1025.81  -254.677   22.2939  -137.506  -184.683   -493.28   577.962   102.472   286.587   394.696  -51.7561  -125.235  -137.953   94.6737   47.0034   238.718  -18.7972   -154.65  -96.4553   83.6106   252.777  -53.1479  -24.5747    74.129   132.861   119.644  -25.5454   90.8793  -106.765   87.6251    139.23  -33.5442    7.8223  -122.514   88.2303   -144.58   96.8872    49.041  -104.445  -20.0762  -34.0867  -77.2807   70.8796   3.67132 -0.462476  -7.88297   82.3996  -98.8843   43.6373   16.3517    15.706  -58.0942   116.329   74.5961  -74.8377 0.0378445   60.1716  -52.4013   32.4272  -122.156  -23.2461  -82.0114 -0.204031   49.2814   21.0755  -4.67091  -80.4452  -25.7077   24.5207   31.2679  -33.5792   41.5212   45.6746   31.7351  -31.7031  -2.79218  -43.9657  -51.9824   38.9999  -42.2834  -94.4731   24.0455  -37.0966   34.5276  -82.6743   89.5322  -15.9663  -32.7631  -21.8231   24.6325  -22.9317  -55.7607   3.14387   40.6681  -29.9265   15.2963   -11.515    78.952   102.479  -37.9329   12.5843   -18.456  -46.5773  -26.5725  -22.6468   84.1327  -44.5676  -19.0754  -2.85196  -19.6062   40.1712  -10.2479   52.1706  -10.7702   31.6477   16.6978   12.0163  -70.9208  -41.0974   44.8337  -4.24551  -37.2075  -48.1885   17.8971  -7.69093  -44.1277   4.84452   44.7856  -38.6082   78.1998  -18.4738   10.3763   36.2536   -15.157   12.1081   3.63064  -20.1574   11.2841  -3.06207   58.7606  -43.0891  -23.3518  -32.0945   25.1423  -9.67593   38.7601  -12.7541   21.7521  -11.7549  -20.5587   10.9452   6.22033   12.0487    21.059   24.6606  -17.0705    24.359  -4.52871   31.1738   15.7982   20.0682   24.4436  -12.3124  -62.0498
 882.347 -1078.44  940.871 -194.471  331.504  107.134  120.702 -148.538 -44.2142  9.29943 -328.132  174.236  79.3608  150.464 -49.9095  13.5998 -125.959  494.575 -462.664  -58.231  0.46331 -123.724   123.67  116.898  53.9227 -159.962  221.469  111.956 -238.642 -131.541  61.7301 -180.294  44.1746  77.2768 -133.583 -40.2604 -39.1596 -142.611   -134.4 -19.3652  98.8116 -28.0972 -74.2265 -40.1319  65.1577 -2.85011 -22.9437  -63.101  100.947 -90.3739  136.287  74.3532 -85.2157 -116.569  135.576 -23.7493 -68.0565 -24.0873   -10.86  49.4247 -155.004  43.3856  127.821   62.853 -23.8891 -51.8548 -151.705  26.0953 -72.1394 -1.08595  40.6064 -51.2491 -66.7101 -14.8055  118.458   55.533 -54.8894  57.1965  8.48917 -63.4238  171.054 -25.0659  5.18678 -9.99131 -31.3827  5.64542 -66.2939    74.55 -35.2382 -38.6648 -63.3821  120.462  108.888  74.7814  81.4833 0.338301 -4.11464 -29.3925   64.885  -38.594 -15.5429  125.455 -2.86316 -34.4795  110.939 -23.7049  15.4347 -78.8798 -13.8869  -61.834  94.7104 -19.6532 -36.5993  101.682  92.9999  20.6517  12.0049   119.17 -57.0813  19.2981   11.094  31.8141 -29.7457  13.2556   13.967  39.5878    61.67  15.0112  8.46643  46.9847 -4.07808 -23.7807  8.72748 -55.0688 -10.7278  35.0362   33.984 -141.212 -73.7124  17.2789  6.25682  67.6634  70.9186 -12.8239 -9.15895 -26.7479 -12.4939 -64.2635 -45.8113 -55.0458  37.9093  28.5871   43.491 -87.6024  13.6298 -41.5863 -4.29039  62.9375 -1.25883 -51.6103 -55.2528    16.94 -19.0718 -51.3209  -17.939  1.62923
 574.664 -79.6102 -172.184 -241.883  118.661  175.253 -244.711 -327.784  149.378 -39.2926 -305.646  47.6139  -40.428   46.887 -194.945 -303.341  142.668  17.9776 -24.4127 -57.0749 -233.187 -75.3328  -160.82  -94.542  107.853  5.04537 -41.3134 -145.336  15.8151  25.1978 -94.4305  42.4476  24.9918  151.154  70.6194 -57.2888  174.652  54.5198 -127.224  79.7377  -34.475 -69.8908  21.6968  60.5334    -1.86  1.64319  53.7177 -51.0047  3.38202 -66.4442 -62.8846 -4.80801  42.2313  36.1224  -69.088 -16.4263  44.1066 -78.7984   38.821  42.4473 -56.7652 -63.3993 -35.6019  31.4892 -26.0172  13.7367 -78.4423  90.3837   84.942 -36.8784 -19.4874 -30.9998  74.9692  27.2622 -13.5388  13.3317  32.1431  17.1854  41.2895  16.1186  34.3646   83.784  32.3348  51.1046  23.3108  40.6036  4.82038  24.9584 -1.66029   3.6498  64.2004 -17.2214 -26.6166    38.41  23.7872  15.1706  -4.0059 -34.4079 -46.9798  3.66259  15.3769 -15.2607 0.666029  26.0651  2.78121  1.18319  21.7697 -10.0901  35.6678 -26.5282  1.11519  21.2477  13.9425 -45.8629  4.80861   31.456  8.40051  14.7048  66.8633  26.1908 -20.5028  64.5089  30.5291  30.1426 -10.1388 -41.3868 -12.7407  6.18002 -61.4739 -31.4787  12.2216  17.2055 -14.4176 -14.8056  -48.374  13.5459 -9.90666  81.0388  32.8606  6.71438  16.1499  14.3062  29.7001  -21.698  15.6105  1.24835  14.2678 -30.8233  6.51724 -24.5989  75.1208 -33.0279 -10.6461  22.8215 -44.5272  3.01193  36.6423  -25.068  7.57936 -31.2566 -8.99102  18.7266 -16.8057  19.5069  35.5359 -14.4513
  729.89  811.254 -442.358  -746.37   165.13  215.087 -71.6845 -712.732  164.899  104.752 -144.196 -76.7357  17.0376  126.576 -164.852 -119.018  208.857 -209.129  266.187  188.393 -286.866 -135.675  70.0107 -181.803  60.8561  57.1762  73.3491 -119.106 -110.659 -22.8575 -103.387 -155.968 -154.835  28.4442  6.07311  -128.96   26.784  245.077  -42.293  49.7749 -92.0485  59.3988  -7.7776  -68.622 -42.8881  24.6952 -50.1747 -34.5117 -137.268 -10.1407  136.522 -90.5358 -29.4262  -18.586 -76.0924 -45.9053  55.6344 -82.8839 -84.0359  40.7126 -179.453  45.3526 -98.2044 -29.2105  188.706  153.736 -34.2195  16.0406  28.8766  26.5962 -67.4243  42.3291   0.7741 -33.5046 -46.1384 -65.7675  -20.415  3.91041  85.4496 -67.0646 -35.6049  -65.107  77.8274 -24.8739  19.4055  83.3721  3.79444 -109.072  4.90478   -39.94  90.1534  71.0918 -46.8889  71.3483    8.595 0.646907 -44.7223  106.038 -9.36504 -8.89523 -58.6751 -27.9392  35.2737 -82.4672  30.2562 -12.0924 -21.1259 -72.3085 -37.7794 -21.3545 -28.7408 -28.1375 -40.0308 -49.4595  4.69787  55.7961  -42.596 -22.7054 -16.9568 -6.16347  87.6603 -67.3647  53.5718  29.1116 -30.9141  20.9866 -7.00875 -23.9306  -25.054  -18.017   138.24 -17.4938 -28.9975 -34.5413 -9.48449 -42.1129 -16.9473 -24.6588  68.9067  5.24901 0.136119 -92.9602 -56.6699  59.1877  26.7134  34.2644 -37.0112   29.266 -31.4632   33.982 -22.6904 -46.8598 -50.1717  19.7915 -40.5292  126.465  25.5411  4.69274  2.38902  24.4935   75.295 -59.2362  0.82332  -12.513  40.9959  15.6711
  1571.51  -923.027  -393.894  -803.316   15.3534   279.766  -217.003  -222.733   182.024  -77.5146  -9.19883  -53.2931   125.311  -134.471   174.069  -71.8274  -168.385   73.0958   6.59096  -96.9273  -44.3809  -68.4158    324.86  -27.4596   64.0259   132.104  -5.93266   137.033  -124.654  -112.665  -22.6837  -126.003   93.5251  -5.52287   30.6053  -136.731  -191.299  -194.829  -21.4804   113.809  -23.6992   9.96333  -26.2908   88.0401  -20.2503  -45.4133  -81.9398  -9.18591  -24.5035   49.8446    76.188   30.8247  -89.2696  -26.4846   150.406   112.485   22.1818  -37.9774   7.44965  -20.0567  -17.0982  -36.2412  -52.0089     13.71  -24.5792  -6.15418  -134.358   17.7261  -67.2177   40.9681   30.0083  -40.5573  -73.5348   32.5382  -36.3008  -4.90922   111.173  -48.3196    116.71   63.1233   30.8575  -60.2408  -9.55808   40.0314     49.42  -87.6396  -11.3076   7.47693   54.3302   44.5026   8.30826   99.0476   63.3426   20.7712  -33.3069  -36.8889  -11.7806   10.3609  -16.8138   15.1056  -43.6854  -47.2663    -8.873   40.5173  -38.1151   12.0357   59.9587   23.3702  -121.067  -84.6204   1.80328   47.3959  -33.0287   39.4635  -56.7128   87.0708  -14.6791   8.48669  -63.1455    8.8958  -53.1648   8.33807   19.6926  -29.5761  -28.7223  -38.9008   3.67124  -18.4199  -9.61961   26.9513   74.7653  -12.0573  -25.5132 -0.099974  -2.39629   4.58504  -27.2235   -40.424   12.1817   23.6593  -24.0547  -39.7548   80.1701  -22.0202   26.1224   -8.7648  -4.06317  -25.4997  0.589433 -0.427957  -4.20508  -32.0833   29.1076  -10.1852   27.9026  -17.8697    5.4378   42.2698  -59.6605  -2.49201   9.56978  -34.1236   31.6758  -20.1611  -6.34408  -21.2992
 664.209  421.121 -1325.99  4.15796  404.547  65.5309   84.961 -136.626  52.7389  -323.83 -18.6291 -93.6705  416.315 -393.417 -319.799 -254.212  34.3549 -36.6935  62.6775  300.905 -75.0576  78.8182  82.4418  160.759  121.862 -75.2762 -42.1361  173.562 -53.3787  174.869  129.443  11.0483 -216.605 -111.868 -147.183  45.5495 -39.5009  6.54036 -24.3616 -204.658     15.9 -6.58729 -38.3176  15.0214   119.72  8.87875  62.4483  91.4773   45.008 -37.2473 -32.1541   15.026 -85.2196  2.59482 -67.6593  42.1787 -109.037  5.33234  75.4454 -116.261  115.505 -46.6181 -80.8772  -37.357 -106.567  13.5322 -20.2229 -76.6738  3.73588  28.1361 -101.676   67.074  -9.9857 -48.8863 -34.8168 -20.9052  43.1624  29.5396  128.431  54.1789  34.2475 -48.6196  23.4102  4.49967 -58.7193 -9.76832  36.0441  28.6168  51.9579 -23.5246 -97.2269 -87.6042 -26.6736 -46.0588 -94.9157  66.6451  38.8382 -24.8463 -18.7359  9.87329  90.5666  28.2608  36.0047 -23.9455  53.1679 -13.7238  42.8715  39.7933  8.39045 -8.73217 -3.56718 -12.0018  6.98104 -21.9554 -53.6536 -53.8393  64.3962 -16.1585  31.5709  18.4738   -60.85 -41.6308  32.6933 -25.4042  16.8652  22.3601  29.6048 -57.4731  25.8749  -58.176 -46.8893 -6.03801 -10.1538 -37.0466  4.15106 -19.9991  12.1935 -29.3164 0.245502  -27.474 -11.3641   -16.92  24.4442 -15.2929  56.8202 -34.5644  14.8407 -27.1126  30.4353  40.0755  15.1485  5.38306  15.9941  6.66764 -48.7382  68.5993 -10.1459 -3.25071 -37.1898 -13.1376 -29.5818  20.4752  43.0365 -70.4066 -7.82003 -17.8957
